id_venda,id_cliente,id_produto,canal_venda,valor,data_venda
1670,1267,33,Loja Física,6669.43,2021-09-02
1671,4307,35,Loja Online,3397.04,2023-04-20
1672,626,8,Loja Física,7394.94,2020-10-08
1673,3929,23,Marketplace,5559.3,2021-07-29
1674,1139,53,Revendedor,7128.84,2021-10-10
1675,4286,49,Marketplace,1460.44,2022-07-01
1676,2496,2,Loja Online,1856.63,2022-01-10
1677,1167,45,Loja Física,2528.68,2022-09-02
1678,1720,9,Loja Online,3455.96,2024-05-09
1679,916,5,Loja Online,6220.07,2023-10-06
1680,3533,3,Loja Física,951.76,2025-06-21
1681,4207,38,Loja Online,3805.75,2020-11-13
1682,2073,3,Loja Online,2483.0,2021-02-22
1683,85,49,Loja Online,6280.73,2024-11-09
1684,1683,38,Loja Física,1559.78,2023-06-28
1685,2880,2,Loja Online,1249.9,2020-11-04
1686,2273,38,Marketplace,2882.41,2021-11-10
1687,4102,50,Loja Física,4088.78,2021-04-14
1688,560,7,Loja Online,4277.83,2022-03-19
1689,1570,19,Loja Física,7223.12,2023-09-11
1690,36,47,Loja Online,7401.43,2023-12-14
1691,4131,46,Revendedor,2995.06,2024-09-15
1692,1517,29,Loja Online,1528.7,2024-11-10
1693,2907,25,Revendedor,1792.76,2025-07-09
1694,1865,27,Loja Online,6115.13,2024-03-09
1695,2575,8,Revendedor,971.5,2021-07-19
1696,1114,32,Marketplace,5667.37,2024-09-21
1697,333,6,Marketplace,4000.33,2020-09-03
1698,3153,19,Revendedor,4843.08,2021-10-03
1699,2556,44,Revendedor,1884.4,2022-12-20
1700,3337,19,Revendedor,1591.4,2025-06-09
1701,571,52,Revendedor,7518.75,2021-07-27
1702,3011,12,Loja Online,7989.91,2024-02-29
1703,4028,44,Loja Online,3231.32,2024-07-16
1704,4282,43,Loja Online,1041.82,2021-09-24
1705,3235,26,Loja Online,5957.31,2021-09-30
1706,1383,5,Marketplace,7804.14,2022-06-23
1707,2775,13,Revendedor,1069.82,2023-08-23
1708,3480,47,Revendedor,2300.29,2022-02-17
1709,2237,49,Revendedor,2913.17,2022-06-07
1710,3314,32,Marketplace,1264.26,2021-02-04
1711,3725,7,Loja Online,2080.45,2022-10-28
1712,4074,15,Loja Física,334.82,2023-04-21
1713,433,5,Revendedor,5457.05,2023-09-18
1714,1468,25,Marketplace,1306.62,2023-02-18
1715,790,49,Loja Online,5322.54,2025-07-27
1716,4260,50,Revendedor,6362.58,2023-07-18
1717,1655,19,Revendedor,3972.98,2024-02-04
1718,2144,35,Marketplace,6494.9,2025-08-22
1719,145,49,Loja Online,7926.62,2021-02-09
1720,976,25,Revendedor,2585.02,2024-01-27
1721,3083,29,Revendedor,384.25,2021-01-04
1722,1449,36,Marketplace,7089.13,2023-04-30
1723,1345,32,Revendedor,1162.46,2022-08-23
1724,3188,32,Loja Online,4593.96,2021-09-12
1725,4019,43,Revendedor,3859.7,2022-01-16
1726,1281,33,Loja Online,3191.94,2021-12-13
1727,4053,38,Revendedor,4973.82,2022-04-02
1728,2890,50,Marketplace,2631.81,2024-07-19
1729,231,38,Loja Online,1112.76,2023-01-18
1730,3002,23,Loja Online,6145.03,2024-07-22
1731,2796,25,Loja Online,3482.37,2022-12-06
1732,2928,27,Marketplace,545.95,2024-08-18
1733,2001,16,Loja Física,5219.85,2024-04-20
1734,696,45,Loja Online,6964.63,2025-03-10
1735,938,22,Loja Física,255.72,2023-12-03
1736,2672,3,Revendedor,5296.37,2022-04-12
1737,3461,37,Revendedor,2206.29,2025-06-09
1738,3848,38,Loja Online,7887.54,2022-02-16
1739,3095,37,Revendedor,2647.13,2021-01-27
1740,801,52,Revendedor,890.45,2025-02-16
1741,1687,22,Revendedor,4071.87,2024-02-05
1742,2782,11,Marketplace,2970.34,2024-05-08
1743,3572,13,Revendedor,5120.01,2021-07-23
1744,618,35,Loja Física,2370.11,2024-05-21
1745,390,20,Revendedor,6456.36,2022-02-23
1746,754,46,Loja Online,4775.73,2024-04-01
1747,2240,5,Revendedor,3474.14,2021-10-22
1748,2846,51,Loja Online,5247.14,2022-05-02
1749,2473,33,Marketplace,3519.99,2021-11-04
1750,2567,13,Revendedor,3278.18,2021-05-31
1751,4222,30,Loja Física,7059.08,2024-05-23
1752,4229,12,Revendedor,1782.33,2021-04-05
1753,3829,18,Revendedor,7483.62,2022-09-06
1754,491,34,Loja Física,2977.77,2020-10-12
1755,1211,16,Loja Física,5996.82,2021-07-05
1756,2460,28,Revendedor,2617.36,2022-07-27
1757,528,41,Loja Física,6783.14,2023-09-04
1758,2187,53,Marketplace,5203.74,2024-01-15
1759,2101,44,Loja Física,3306.34,2024-05-03
1760,931,10,Loja Física,318.86,2025-03-05
1761,2544,30,Revendedor,4522.62,2023-07-19
1762,3573,28,Loja Online,1695.73,2023-01-06
1763,2235,9,Loja Online,2141.34,2021-11-19
1764,2276,43,Loja Física,5189.92,2021-11-24
1765,346,47,Revendedor,6279.65,2023-01-07
1766,454,6,Marketplace,4852.64,2023-07-08
1767,521,27,Marketplace,5406.21,2024-07-12
1768,740,26,Loja Física,1964.73,2024-11-22
1769,4099,8,Marketplace,4021.96,2022-05-10
1770,740,16,Loja Online,6208.21,2021-02-01
1771,2568,22,Revendedor,6466.15,2020-10-01
1772,1933,28,Loja Física,1239.8,2021-12-10
1773,1435,14,Marketplace,3571.86,2023-06-12
1774,2084,38,Loja Online,3973.83,2021-07-24
1775,3070,45,Loja Online,2600.27,2024-04-10
1776,3472,31,Loja Física,7710.19,2021-01-03
1777,1188,24,Revendedor,5753.8,2021-09-18
1778,2525,2,Loja Online,6747.64,2025-05-12
1779,448,45,Loja Física,2098.56,2021-09-30
1780,3152,20,Marketplace,7234.94,2024-02-21
1781,1000,35,Loja Física,6875.41,2023-11-14
1782,3183,1,Revendedor,7427.31,2020-11-17
1783,2094,20,Loja Online,7496.95,2022-02-18
1784,1929,20,Loja Física,6889.39,2023-05-19
1785,1313,29,Marketplace,7047.79,2022-06-10
1786,3329,51,Loja Online,2264.89,2022-08-04
1787,657,53,Revendedor,3821.62,2022-02-12
1788,3383,22,Revendedor,7026.41,2023-02-20
1789,823,53,Loja Física,5618.01,2022-07-07
1790,4148,5,Marketplace,3424.88,2023-04-08
1791,2677,30,Loja Online,6119.61,2022-12-06
1792,1506,41,Revendedor,6349.05,2024-08-11
1793,1115,1,Revendedor,1680.6,2024-12-31
1794,2504,21,Loja Online,975.54,2022-08-30
1795,2045,34,Loja Física,6790.99,2024-11-22
1796,3362,51,Marketplace,3666.77,2025-05-04
1797,1094,17,Loja Física,5530.99,2023-05-30
1798,2684,52,Marketplace,1669.44,2023-03-27
1799,3396,24,Loja Física,3208.6,2022-11-25
1800,3092,37,Loja Física,263.8,2024-01-01
1801,189,36,Loja Física,7264.07,2024-01-05
1802,3789,13,Marketplace,5639.96,2024-05-31
1803,1383,4,Revendedor,4982.23,2022-07-24
1804,2132,10,Loja Online,7668.46,2025-04-30
1805,1394,37,Loja Online,211.51,2024-03-05
1806,4308,28,Revendedor,6635.33,2024-05-11
1807,4049,8,Loja Física,5737.15,2025-05-01
1808,1561,53,Marketplace,2374.9,2023-03-06
1809,4049,25,Loja Física,3507.34,2020-11-02
1810,1693,39,Loja Física,7962.14,2021-01-19
1811,2319,47,Loja Física,3404.81,2022-06-16
1812,3347,51,Loja Física,327.31,2022-10-22
1813,2145,16,Revendedor,7267.89,2025-07-12
1814,3029,38,Revendedor,777.34,2021-03-31
1815,3842,9,Marketplace,7797.75,2021-11-08
1816,3257,44,Loja Física,5735.35,2025-08-24
1817,3468,48,Marketplace,677.14,2022-11-26
1818,482,4,Marketplace,7455.41,2022-03-28
1819,3858,23,Loja Online,142.35,2022-05-14
1820,4134,40,Revendedor,2489.81,2024-11-18
1821,3234,43,Marketplace,1144.68,2021-01-27
1822,337,38,Loja Física,2156.3,2021-05-15
1823,4127,32,Marketplace,7035.38,2022-12-28
1824,1081,6,Marketplace,5711.02,2022-12-02
1825,3547,10,Marketplace,1023.05,2021-04-12
1826,362,9,Revendedor,6986.27,2024-04-02
1827,2302,48,Marketplace,7417.27,2024-02-10
1828,2318,17,Marketplace,4184.08,2024-09-27
1829,3570,11,Marketplace,5921.27,2022-10-05
1830,4025,49,Loja Física,4489.83,2024-07-07
1831,3605,4,Loja Física,1274.1,2025-05-17
1832,1884,12,Loja Online,3814.96,2023-06-13
1833,1340,46,Revendedor,3547.8,2022-09-22
1834,4055,3,Revendedor,2916.51,2024-08-05
1835,3975,30,Revendedor,988.68,2024-07-03
1836,1213,8,Marketplace,839.27,2021-11-19
1837,2328,12,Loja Física,6024.5,2022-05-11
1838,2235,37,Loja Física,4710.02,2021-04-01
1839,34,34,Loja Física,3389.71,2024-09-26
1840,630,16,Revendedor,5447.58,2021-02-21
1841,2693,2,Marketplace,5482.37,2020-12-16
1842,1000,26,Marketplace,4763.67,2022-06-18
1843,869,21,Loja Física,328.11,2020-11-23
1844,3771,46,Revendedor,3687.04,2023-04-23
1845,2207,39,Loja Online,2702.47,2021-04-06
1846,360,42,Revendedor,2666.83,2021-10-18
1847,1060,14,Loja Online,6432.31,2022-04-30
1848,2318,21,Loja Online,5976.02,2023-09-20
1849,3125,6,Revendedor,2115.79,2025-01-29
1850,1967,50,Revendedor,804.59,2024-07-02
1851,1706,11,Revendedor,6257.99,2023-07-17
1852,2335,42,Loja Física,1052.76,2023-12-31
1853,4022,52,Revendedor,5913.53,2024-09-11
1854,2541,44,Loja Física,2936.45,2021-06-19
1855,788,24,Loja Física,3968.02,2021-07-02
1856,3180,31,Marketplace,4548.15,2021-11-26
1857,3466,6,Revendedor,6506.86,2024-01-03
1858,1527,28,Revendedor,834.28,2025-04-06
1859,4206,22,Revendedor,5443.88,2024-01-04
1860,1271,32,Loja Online,2396.55,2021-02-24
1861,3583,6,Revendedor,2473.11,2020-10-08
1862,1047,44,Marketplace,6748.15,2021-03-01
1863,4286,28,Marketplace,4591.43,2021-11-15
1864,627,3,Loja Online,4134.15,2023-09-03
1865,3384,7,Revendedor,5320.76,2022-07-08
1866,2076,23,Marketplace,4725.99,2025-03-04
1867,4125,2,Loja Online,5950.08,2025-05-08
1868,3792,12,Loja Física,6758.99,2022-11-24
1869,371,6,Revendedor,7026.37,2021-03-28
1870,2439,21,Revendedor,6083.1,2023-09-25
1871,3686,40,Marketplace,2796.54,2025-03-02
1872,1534,14,Loja Física,717.94,2021-03-14
1873,2125,44,Loja Online,3527.01,2023-12-11
1874,147,1,Revendedor,1021.76,2023-11-06
1875,1407,42,Revendedor,3735.29,2022-04-23
1876,3319,43,Revendedor,2492.12,2023-12-14
1877,2956,45,Revendedor,6456.66,2021-01-06
1878,718,9,Loja Física,209.62,2025-01-31
1879,917,53,Loja Online,5598.66,2022-10-21
1880,1542,2,Loja Física,3900.83,2024-05-23
1881,1190,42,Loja Física,3542.73,2023-06-12
1882,1564,6,Marketplace,6180.8,2024-10-25
1883,1214,31,Revendedor,272.35,2025-07-06
1884,1361,10,Revendedor,7714.55,2023-01-04
1885,3863,2,Revendedor,4723.29,2023-04-25
1886,1650,19,Revendedor,502.29,2024-08-19
1887,65,7,Revendedor,7837.95,2021-01-05
1888,4061,48,Marketplace,392.44,2021-02-06
1889,3275,32,Revendedor,1932.06,2021-04-23
1890,498,34,Loja Online,3433.84,2022-12-03
1891,2588,36,Loja Online,2216.01,2023-11-06
1892,3418,31,Loja Online,4008.83,2021-07-08
1893,2841,29,Revendedor,264.37,2023-08-15
1894,2360,47,Loja Física,3807.0,2021-01-02
1895,3590,15,Loja Física,4742.5,2022-01-04
1896,2779,39,Revendedor,1136.15,2022-06-14
1897,2404,47,Revendedor,7682.45,2022-12-03
1898,2952,51,Revendedor,6418.06,2022-03-09
1899,1328,40,Loja Física,2331.41,2023-06-07
1900,707,43,Revendedor,1119.86,2020-12-29
1901,1635,11,Revendedor,897.14,2020-12-14
1902,3408,32,Marketplace,1954.28,2025-03-25
1903,386,2,Marketplace,7059.16,2024-10-19
1904,2925,44,Loja Física,1480.25,2024-05-27
1905,4125,3,Loja Online,2768.1,2022-02-23
1906,934,40,Loja Física,1053.44,2023-11-11
1907,1836,32,Marketplace,7949.94,2024-11-14
1908,2911,50,Loja Online,6183.75,2025-02-24
1909,2192,10,Loja Online,5680.6,2024-06-07
1910,3587,52,Revendedor,7704.91,2024-06-03
1911,909,7,Loja Online,6606.52,2023-06-11
1912,344,33,Loja Online,1419.67,2021-08-06
1913,968,14,Marketplace,1340.56,2020-10-04
1914,2394,46,Revendedor,6119.52,2022-08-03
1915,4083,47,Loja Online,1318.94,2022-01-31
1916,2980,22,Loja Física,1071.57,2023-01-05
1917,1654,29,Revendedor,6176.83,2021-08-16
1918,54,16,Revendedor,2796.43,2022-05-08
1919,4138,11,Loja Online,2201.52,2023-04-23
1920,3400,24,Loja Física,1297.73,2023-10-27
1921,3455,51,Loja Física,1190.16,2025-02-21
1922,3513,27,Revendedor,7194.72,2022-09-14
1923,4229,51,Marketplace,7555.55,2021-11-09
1924,3626,10,Loja Online,5769.24,2020-11-11
1925,4239,5,Loja Online,2772.6,2024-04-14
1926,3291,50,Loja Física,3529.17,2024-12-21
1927,3222,49,Loja Online,5315.39,2021-09-26
1928,1237,37,Loja Online,7824.09,2022-09-07
1929,4259,19,Revendedor,3275.82,2024-11-20
1930,2494,47,Marketplace,7282.92,2023-02-21
1931,65,53,Marketplace,7211.65,2025-05-09
1932,1204,45,Revendedor,3624.89,2022-08-27
1933,1681,35,Revendedor,5610.02,2024-10-23
1934,3314,50,Loja Física,7059.7,2023-08-07
1935,691,3,Marketplace,3180.95,2021-07-07
1936,1033,34,Marketplace,1788.5,2022-02-11
1937,4192,36,Marketplace,4218.55,2024-08-30
1938,1311,2,Loja Online,7133.52,2022-02-27
1939,2120,16,Marketplace,5839.42,2022-12-07
1940,4140,8,Loja Online,6748.51,2025-06-02
1941,2128,41,Marketplace,1078.12,2020-12-21
1942,1022,29,Marketplace,4622.24,2022-10-14
1943,43,30,Marketplace,7865.31,2022-06-28
1944,1916,23,Marketplace,2347.83,2023-12-17
1945,1147,46,Revendedor,4205.37,2024-10-23
1946,2029,7,Marketplace,4179.97,2022-10-05
1947,1578,53,Marketplace,3689.05,2025-03-02
1948,1201,46,Revendedor,6644.66,2024-11-04
1949,672,6,Loja Online,3456.61,2025-07-07
1950,1066,31,Loja Física,3624.7,2021-07-25
1951,3026,44,Revendedor,4747.09,2023-01-17
1952,4252,50,Revendedor,6988.92,2023-02-05
1953,4087,41,Revendedor,7972.44,2024-07-29
1954,4011,47,Revendedor,6608.11,2025-01-04
1955,1183,33,Loja Física,3929.64,2024-03-20
1956,3750,9,Loja Online,5586.32,2021-03-30
1957,3731,31,Loja Online,5997.32,2023-01-15
1958,3026,8,Revendedor,971.66,2022-01-12
1959,3028,37,Marketplace,418.23,2020-12-04
1960,1256,8,Marketplace,2508.9,2022-08-20
1961,3068,20,Marketplace,3938.81,2021-07-13
1962,1171,10,Revendedor,484.34,2021-11-11
1963,2500,19,Loja Física,1546.31,2022-08-27
1964,4005,1,Loja Online,4425.54,2021-02-04
1965,554,3,Revendedor,3901.29,2022-06-27
1966,2538,37,Revendedor,7212.27,2022-05-29
1967,3091,31,Loja Física,6119.41,2021-09-27
1968,4136,41,Revendedor,6117.26,2021-07-05
1969,3679,10,Marketplace,805.59,2021-11-16
1970,3356,25,Loja Física,7211.93,2023-09-10
1971,2778,35,Loja Online,7668.83,2021-08-15
1972,3630,48,Marketplace,5202.74,2021-01-05
1973,1357,46,Loja Online,4618.76,2023-06-19
1974,2531,36,Loja Online,5186.92,2022-07-11
1975,698,13,Loja Online,7662.61,2022-08-31
1976,4275,13,Revendedor,4070.85,2024-10-05
1977,153,8,Loja Física,7702.78,2020-09-10
1978,2253,51,Loja Física,2037.76,2024-09-01
1979,3640,6,Marketplace,3274.2,2021-02-19
1980,369,32,Loja Online,2785.66,2023-01-30
1981,1479,27,Loja Online,6891.22,2022-10-04
1982,2600,25,Marketplace,819.1,2020-10-06
1983,814,35,Loja Física,2354.28,2025-01-19
1984,1497,17,Loja Online,1318.4,2023-08-16
1985,3337,44,Loja Física,565.42,2025-07-14
1986,2665,12,Loja Online,5735.07,2023-05-12
1987,2442,25,Loja Online,2628.33,2021-08-22
1988,3382,21,Marketplace,3066.55,2022-02-02
1989,991,4,Loja Física,1993.02,2024-08-05
1990,1938,32,Revendedor,7599.92,2024-05-06
1991,2207,4,Marketplace,3772.11,2023-07-21
1992,3335,5,Revendedor,328.36,2023-11-08
1993,1915,2,Marketplace,4477.19,2022-09-11
1994,832,16,Loja Física,2506.44,2023-11-03
1995,3333,29,Loja Online,6785.6,2024-12-18
1996,4100,14,Loja Física,3049.11,2023-09-29
1997,1378,51,Loja Física,4346.53,2024-10-04
1998,3472,36,Revendedor,430.16,2023-05-16
1999,3807,40,Marketplace,5259.16,2025-06-07
2000,1372,1,Loja Online,7474.7,2022-09-20
2001,3951,18,Marketplace,6731.95,2025-06-15
2002,3115,23,Loja Física,4722.76,2023-08-12
2003,4181,19,Loja Online,1375.19,2021-12-29
2004,573,20,Loja Online,3222.91,2022-09-30
2005,1008,9,Marketplace,7038.41,2024-07-31
2006,1728,40,Marketplace,7083.06,2024-04-26
2007,2807,41,Marketplace,7839.16,2024-09-09
2008,3709,18,Loja Física,5331.99,2024-04-01
2009,2635,22,Loja Física,3732.41,2020-10-15
2010,2691,2,Loja Física,5206.9,2023-01-03
2011,17,39,Revendedor,133.81,2022-12-24
2012,79,44,Loja Física,3363.99,2021-02-11
2013,4006,49,Revendedor,4351.24,2023-03-30
2014,636,35,Loja Online,7151.32,2022-09-04
2015,3647,44,Loja Online,2888.66,2025-06-29
2016,3084,53,Marketplace,3155.33,2021-04-25
2017,70,8,Revendedor,3026.8,2023-07-28
2018,1581,29,Loja Online,1850.01,2022-04-30
2019,163,49,Marketplace,5476.38,2022-11-01
2020,2932,13,Loja Online,6548.62,2024-03-30
2021,2484,52,Loja Física,1950.64,2023-07-19
2022,4046,24,Loja Online,2317.98,2023-03-02
2023,1713,1,Loja Física,7875.68,2025-05-11
2024,3245,8,Marketplace,4595.91,2022-08-17
2025,4047,11,Loja Física,5312.72,2021-10-11
2026,1438,5,Loja Física,5993.19,2025-05-06
2027,1044,17,Loja Física,7059.92,2025-04-19
2028,2248,13,Loja Online,7936.42,2022-08-19
2029,2072,44,Revendedor,115.44,2025-01-15
2030,3499,42,Loja Online,6845.49,2023-06-02
2031,2647,28,Revendedor,2264.88,2023-01-27
2032,4246,30,Revendedor,2955.63,2024-06-05
2033,357,47,Loja Física,471.02,2024-09-25
2034,3442,35,Revendedor,2598.31,2024-11-15
2035,3211,13,Marketplace,746.29,2024-02-02
2036,208,48,Loja Física,7826.96,2025-01-15
2037,3472,5,Loja Física,1655.33,2022-06-15
2038,2698,20,Loja Online,5045.36,2023-10-12
2039,793,2,Revendedor,3512.4,2023-09-21
2040,197,38,Marketplace,6740.01,2023-12-28
2041,2025,7,Revendedor,1983.04,2025-03-06
2042,2792,4,Marketplace,4205.43,2025-08-22
2043,1940,5,Revendedor,6136.38,2024-02-28
2044,3658,38,Loja Online,775.72,2024-10-19
2045,498,3,Revendedor,2574.91,2024-01-22
2046,533,51,Loja Física,589.82,2023-11-18
2047,3621,4,Marketplace,4924.84,2023-04-19
2048,3538,5,Loja Online,5452.76,2022-03-20
2049,428,19,Revendedor,3273.3,2024-08-07
2050,3368,15,Loja Online,3681.95,2023-09-07
2051,3803,51,Revendedor,7051.51,2023-11-24
2052,830,22,Loja Online,3687.21,2025-08-12
2053,2689,38,Loja Física,953.25,2024-02-16
2054,101,39,Loja Online,4783.8,2021-04-24
2055,1587,37,Loja Física,5135.17,2022-11-24
2056,2100,23,Revendedor,3903.05,2021-09-05
2057,3643,12,Loja Física,1187.61,2024-03-24
2058,362,4,Loja Física,2562.17,2024-10-01
2059,3571,33,Marketplace,2558.39,2021-04-08
2060,1193,10,Revendedor,2538.53,2023-06-20
2061,2810,19,Marketplace,7765.14,2023-06-17
2062,4241,38,Loja Física,552.81,2023-04-07
2063,4155,53,Loja Online,3434.28,2020-08-29
2064,1601,13,Loja Física,6303.58,2021-02-03
2065,2798,13,Revendedor,5588.77,2020-09-02
2066,3829,39,Marketplace,6830.87,2024-06-12
2067,2750,40,Marketplace,3407.69,2023-07-04
2068,1330,7,Revendedor,7021.23,2020-11-22
2069,346,32,Loja Física,7367.63,2022-09-28
2070,1828,45,Loja Física,3785.64,2022-08-22
2071,1747,16,Revendedor,5903.23,2022-02-10
2072,2716,52,Revendedor,1722.0,2020-09-22
2073,1510,53,Loja Online,2966.26,2023-09-08
2074,605,23,Loja Online,4482.06,2024-08-20
2075,1167,19,Revendedor,1635.79,2024-11-14
2076,2949,3,Loja Online,1673.07,2020-09-28
2077,2328,12,Loja Física,7094.52,2021-08-16
2078,1428,22,Loja Física,1510.48,2020-12-12
2079,177,12,Marketplace,7294.13,2021-05-29
2080,172,44,Loja Física,3093.49,2021-11-07
2081,910,22,Loja Física,2510.07,2021-02-21
2082,1968,24,Marketplace,5321.18,2025-03-07
2083,4317,52,Revendedor,7039.26,2025-08-26
2084,536,8,Loja Física,7073.51,2021-05-08
2085,1072,51,Loja Física,1614.28,2020-10-19
2086,3099,45,Marketplace,2611.82,2023-08-23
2087,3519,41,Loja Física,7376.01,2022-09-27
2088,1550,35,Marketplace,6337.74,2024-06-14
2089,2685,16,Loja Online,5072.73,2022-01-17
2090,2295,9,Revendedor,1752.98,2021-03-06
2091,667,51,Revendedor,6348.88,2021-04-19
2092,532,11,Revendedor,6035.33,2021-07-07
2093,4172,24,Revendedor,4199.25,2025-08-27
2094,1467,21,Marketplace,4251.26,2021-05-26
2095,3960,46,Revendedor,3842.69,2022-09-24
2096,3285,41,Loja Online,1736.88,2023-01-07
2097,1663,29,Loja Física,3227.61,2023-07-26
2098,2507,28,Revendedor,4613.83,2021-04-05
2099,3065,17,Loja Online,1161.21,2021-11-06
2100,689,19,Revendedor,4198.68,2022-05-24
2101,1886,38,Loja Online,3775.5,2021-06-13
2102,2756,28,Revendedor,3793.65,2024-08-11
2103,3351,24,Revendedor,2604.46,2024-02-20
2104,3133,2,Loja Física,3589.34,2025-02-17
2105,2176,42,Loja Online,2936.83,2025-03-04
2106,676,19,Loja Online,6308.4,2025-07-19
2107,1866,7,Loja Online,663.65,2025-01-04
2108,314,35,Loja Física,2736.69,2022-11-03
2109,2698,17,Marketplace,5987.17,2021-08-02
2110,2249,13,Loja Física,7987.4,2023-02-22
2111,2140,1,Marketplace,2326.58,2021-08-11
2112,2840,51,Revendedor,7571.94,2020-10-05
2113,98,31,Loja Física,6937.18,2020-10-09
2114,1865,15,Loja Física,3848.06,2023-06-08
2115,4226,38,Revendedor,5807.83,2023-02-28
2116,3780,22,Loja Online,2573.29,2023-07-02
2117,1539,28,Revendedor,1755.72,2021-01-13
2118,3687,36,Loja Online,3060.13,2023-09-04
2119,1052,20,Loja Online,4048.42,2025-04-10
2120,2906,22,Loja Física,3411.26,2024-11-03
2121,3305,49,Marketplace,2676.03,2022-11-05
2122,191,37,Loja Online,7384.94,2021-11-24
2123,1260,22,Revendedor,7843.36,2022-01-30
2124,1673,26,Loja Online,4322.48,2021-07-08
2125,1543,31,Loja Online,2697.85,2023-07-08
2126,3699,41,Marketplace,836.61,2024-05-04
2127,855,44,Loja Física,353.27,2024-04-26
2128,4003,2,Loja Física,1672.09,2023-08-26
2129,3162,19,Loja Física,1941.01,2023-07-12
2130,4296,5,Revendedor,553.88,2022-06-18
2131,4248,1,Loja Física,2681.5,2022-08-08
2132,3366,26,Loja Física,7917.8,2021-01-12
2133,1058,35,Revendedor,3878.18,2025-03-24
2134,564,25,Loja Física,1126.47,2025-02-17
2135,1685,20,Revendedor,6561.38,2024-11-25
2136,3890,11,Marketplace,4741.19,2021-08-24
2137,4117,46,Revendedor,2275.98,2021-02-22
2138,61,10,Revendedor,605.36,2024-12-10
2139,3271,39,Loja Física,4254.27,2020-12-28
2140,4022,30,Revendedor,4651.45,2024-02-05
2141,747,19,Revendedor,2839.58,2021-07-18
2142,2437,26,Loja Física,3378.92,2022-12-01
2143,1472,40,Revendedor,3716.84,2021-01-18
2144,1503,45,Loja Online,3209.06,2021-09-08
2145,358,16,Loja Física,2262.83,2020-11-11
2146,2392,43,Loja Online,5614.55,2024-05-14
2147,1780,32,Revendedor,7939.88,2024-02-08
2148,994,24,Loja Online,6067.64,2022-10-23
2149,4133,50,Marketplace,3339.76,2023-07-15
2150,1351,17,Loja Física,4097.91,2023-03-27
2151,3787,2,Loja Online,5147.05,2025-04-06
2152,3784,25,Marketplace,5993.06,2025-02-23
2153,1593,26,Loja Online,184.83,2021-12-20
2154,940,46,Loja Física,2684.17,2024-11-26
2155,3804,32,Revendedor,639.07,2022-05-27
2156,1985,46,Revendedor,1208.02,2024-10-30
2157,2287,11,Loja Física,6724.12,2022-09-17
2158,824,12,Marketplace,1080.8,2025-02-26
2159,3202,11,Loja Online,5404.0,2021-07-05
2160,92,44,Marketplace,1312.62,2022-03-15
2161,2934,12,Loja Física,5743.86,2023-06-22
2162,1771,29,Loja Online,6708.36,2022-01-04
2163,4284,42,Loja Online,3185.89,2021-12-13
2164,2526,29,Loja Online,4825.82,2023-02-22
2165,399,50,Revendedor,6160.2,2021-08-03
2166,2046,24,Loja Física,1679.89,2024-01-27
2167,132,27,Loja Online,7915.4,2022-01-02
2168,2762,53,Loja Física,5471.68,2022-08-13
2169,518,15,Loja Online,6395.7,2021-09-08
2170,1376,47,Loja Física,447.7,2021-12-12
2171,4199,7,Marketplace,2649.17,2025-02-28
2172,1553,40,Loja Física,7481.19,2021-11-08
2173,3237,28,Loja Online,1936.02,2024-09-13
2174,868,23,Marketplace,1471.61,2021-11-06
2175,3295,42,Marketplace,194.65,2020-10-12
2176,1743,30,Loja Física,621.53,2022-08-27
2177,2282,42,Marketplace,447.12,2024-11-10
2178,1791,27,Marketplace,6163.61,2021-03-05
2179,4093,7,Loja Física,2090.33,2022-08-29
2180,777,39,Marketplace,7853.19,2023-12-15
2181,3184,44,Loja Física,2723.17,2021-03-08
2182,2605,43,Revendedor,633.36,2024-03-17
2183,145,39,Revendedor,3120.73,2021-08-07
2184,1905,33,Loja Online,1937.59,2021-07-23
2185,1017,20,Loja Física,5929.51,2021-08-10
2186,1996,40,Loja Online,573.39,2023-03-13
2187,3069,32,Marketplace,1695.89,2023-03-05
2188,3079,14,Loja Online,1980.71,2025-07-26
2189,3636,48,Marketplace,1160.71,2021-02-23
2190,2602,42,Loja Online,4214.9,2022-08-01
2191,3399,42,Marketplace,6029.35,2024-09-20
2192,1877,47,Marketplace,2807.55,2023-05-12
2193,1687,35,Loja Online,7262.39,2022-03-02
2194,2035,52,Loja Física,4903.7,2020-11-17
2195,3126,34,Marketplace,1550.01,2025-02-21
2196,50,5,Revendedor,652.88,2024-03-06
2197,1577,4,Loja Física,7512.37,2024-06-21
2198,1029,6,Loja Física,4781.78,2022-06-16
2199,1675,16,Loja Online,3467.29,2022-05-19
2200,3827,20,Loja Física,5801.22,2020-09-30
2201,2007,28,Loja Física,4886.22,2024-03-16
2202,2484,19,Revendedor,7745.03,2023-11-22
2203,1650,18,Revendedor,732.13,2021-03-22
2204,2946,26,Revendedor,1425.35,2023-05-09
2205,3616,28,Revendedor,6106.56,2024-06-01
2206,3949,2,Revendedor,3476.44,2024-03-12
2207,682,49,Marketplace,4801.95,2022-10-06
2208,1252,36,Loja Física,2132.6,2023-10-24
2209,3799,20,Revendedor,2337.48,2022-07-07
2210,3940,5,Marketplace,1179.59,2022-11-28
2211,3845,13,Loja Física,7337.44,2024-08-14
2212,35,1,Marketplace,3982.48,2024-11-20
